N	R	I
0	922.543	9.7e-05
1	922.525	9.7e-05
2	922.519	9.7e-05
3	922.524	9.7e-05
4	922.535	9.7e-05
5	922.534	9.7e-05
6	922.564	9.7e-05
7	922.568	9.7e-05
8	922.549	9.7e-05
9	922.556	9.7e-05
10	922.551	9.7e-05
11	922.54	9.7e-05
12	922.547	9.7e-05
13	922.566	9.7e-05
14	922.553	9.7e-05
15	922.559	9.7e-05
16	922.56	9.7e-05
17	922.549	9.7e-05
18	922.556	9.7e-05
19	922.566	9.7e-05
20	922.569	9.7e-05
21	922.568	9.7e-05
22	922.6	9.7e-05
23	922.57	9.7e-05
24	922.542	9.7e-05
25	922.587	9.7e-05
26	922.564	9.7e-05
27	922.588	9.7e-05
28	922.561	9.7e-05
29	922.584	9.7e-05
30	922.564	9.7e-05
31	922.587	9.7e-05
32	922.571	9.7e-05
33	922.563	9.7e-05
34	922.564	9.7e-05
35	922.549	9.7e-05
36	922.565	9.7e-05
37	922.571	9.7e-05
38	922.561	9.7e-05
39	922.554	9.7e-05
40	922.559	9.7e-05
41	922.556	9.7e-05
42	922.573	9.7e-05
43	922.535	9.7e-05
44	922.563	9.7e-05
45	922.58	9.7e-05
46	922.577	9.7e-05
47	922.589	9.7e-05
48	922.578	9.7e-05
49	922.57	9.7e-05
50	922.566	9.7e-05
51	922.537	9.7e-05
52	922.573	9.7e-05
53	922.572	9.7e-05
54	922.556	9.7e-05
55	922.554	9.7e-05
56	922.554	9.7e-05
57	922.569	9.7e-05
58	922.564	9.7e-05
59	922.577	9.7e-05
60	922.558	9.7e-05
61	922.581	9.7e-05
62	922.562	9.7e-05
63	922.561	9.7e-05
64	922.59	9.7e-05
65	922.58	9.7e-05
66	922.582	9.7e-05
67	922.568	9.7e-05
68	922.579	9.7e-05
69	922.557	9.7e-05
70	922.568	9.7e-05
71	922.556	9.7e-05
72	922.574	9.7e-05
73	922.575	9.7e-05
74	922.579	9.7e-05
75	922.585	9.7e-05
76	922.554	9.7e-05
77	922.559	9.7e-05
78	922.587	9.7e-05
79	922.591	9.7e-05
80	922.583	9.7e-05
81	922.584	9.7e-05
82	922.585	9.7e-05
83	922.575	9.7e-05
84	922.581	9.7e-05
85	922.576	9.7e-05
86	922.578	9.7e-05
87	922.571	9.7e-05
88	922.565	9.7e-05
89	922.563	9.7e-05
90	922.557	9.7e-05
91	922.582	9.7e-05
92	922.583	9.7e-05
93	922.567	9.7e-05
94	922.578	9.7e-05
95	922.578	9.7e-05
96	922.559	9.7e-05
97	922.572	9.7e-05
98	922.567	9.7e-05
99	922.583	9.7e-05
100	922.57	9.7e-05
101	922.556	9.7e-05
102	922.573	9.7e-05
103	922.582	9.7e-05
104	922.557	9.7e-05
105	922.549	9.7e-05
106	922.568	9.7e-05
107	922.569	9.7e-05
108	922.561	9.7e-05
109	922.579	9.7e-05
110	922.574	9.7e-05
111	922.579	9.7e-05
112	922.587	9.7e-05
113	922.584	9.7e-05
114	922.571	9.7e-05
115	922.576	9.7e-05
116	922.586	9.7e-05
117	922.583	9.7e-05
118	922.56	9.7e-05
119	922.574	9.7e-05
120	922.59	9.7e-05
121	922.592	9.7e-05
122	922.596	9.7e-05
123	922.592	9.7e-05
124	922.59	9.7e-05
125	922.587	9.7e-05
126	922.613	9.7e-05
127	922.582	9.7e-05
128	922.575	9.7e-05
129	922.562	9.7e-05
130	922.56	9.7e-05
131	922.574	9.7e-05
132	922.582	9.7e-05
133	922.576	9.7e-05
134	922.574	9.7e-05
135	922.56	9.7e-05
136	922.542	9.7e-05
137	922.564	9.7e-05
138	922.556	9.7e-05
139	922.554	9.7e-05
140	922.569	9.7e-05
141	922.571	9.7e-05
142	922.589	9.7e-05
143	922.586	9.7e-05
144	922.579	9.7e-05
145	922.559	9.7e-05
146	922.581	9.7e-05
147	922.58	9.7e-05
148	922.585	9.7e-05
149	922.61	9.7e-05
150	922.612	9.7e-05
151	922.589	9.7e-05
152	922.576	9.7e-05
153	922.59	9.7e-05
154	922.573	9.7e-05
155	922.558	9.7e-05
156	922.559	9.7e-05
157	922.578	9.7e-05
158	922.578	9.7e-05
159	922.569	9.7e-05
160	922.579	9.7e-05
161	922.58	9.7e-05
