N	R	I
0	984.756	9.7e-05
1	984.735	9.7e-05
2	984.754	9.7e-05
3	984.739	9.7e-05
4	984.724	9.7e-05
5	984.75	9.7e-05
6	984.757	9.7e-05
7	984.747	9.7e-05
8	984.755	9.7e-05
9	984.773	9.7e-05
10	984.733	9.7e-05
11	984.747	9.7e-05
12	984.753	9.7e-05
13	984.766	9.7e-05
14	984.747	9.7e-05
15	984.764	9.7e-05
16	984.743	9.7e-05
17	984.731	9.7e-05
18	984.735	9.7e-05
19	984.735	9.7e-05
20	984.742	9.7e-05
21	984.75	9.7e-05
22	984.767	9.7e-05
23	984.74	9.7e-05
24	984.747	9.7e-05
25	984.759	9.7e-05
26	984.764	9.7e-05
27	984.759	9.7e-05
28	984.759	9.7e-05
29	984.742	9.7e-05
30	984.767	9.7e-05
31	984.765	9.7e-05
32	984.77	9.7e-05
33	984.742	9.7e-05
34	984.752	9.7e-05
35	984.735	9.7e-05
36	984.753	9.7e-05
37	984.742	9.7e-05
38	984.733	9.7e-05
39	984.735	9.7e-05
40	984.743	9.7e-05
41	984.725	9.7e-05
42	984.729	9.7e-05
43	984.739	9.7e-05
44	984.729	9.7e-05
45	984.723	9.7e-05
46	984.734	9.7e-05
47	984.739	9.7e-05
48	984.759	9.7e-05
49	984.743	9.7e-05
50	984.77	9.7e-05
51	984.75	9.7e-05
52	984.77	9.7e-05
53	984.748	9.7e-05
54	984.755	9.7e-05
55	984.765	9.7e-05
56	984.76	9.7e-05
57	984.771	9.7e-05
58	984.735	9.7e-05
59	984.76	9.7e-05
60	984.768	9.7e-05
61	984.773	9.7e-05
62	984.785	9.7e-05
63	984.785	9.7e-05
64	984.792	9.7e-05
65	984.788	9.7e-05
66	984.79	9.7e-05
67	984.768	9.7e-05
68	984.773	9.7e-05
69	984.776	9.7e-05
70	984.77	9.7e-05
71	984.777	9.7e-05
72	984.768	9.7e-05
73	984.791	9.7e-05
74	984.792	9.7e-05
75	984.788	9.7e-05
76	984.793	9.7e-05
77	984.783	9.7e-05
78	984.795	9.7e-05
79	984.782	9.7e-05
80	984.792	9.7e-05
81	984.793	9.7e-05
82	984.833	9.7e-05
83	984.825	9.7e-05
84	984.786	9.7e-05
85	984.79	9.7e-05
86	984.79	9.7e-05
87	984.815	9.7e-05
88	984.845	9.7e-05
89	984.828	9.7e-05
90	984.833	9.7e-05
91	984.849	9.7e-05
92	984.838	9.7e-05
93	984.824	9.7e-05
94	984.833	9.7e-05
95	984.82	9.7e-05
96	984.842	9.7e-05
97	984.832	9.7e-05
98	984.838	9.7e-05
99	984.838	9.7e-05
100	984.85	9.7e-05
101	984.869	9.7e-05
102	984.87	9.7e-05
103	984.883	9.7e-05
104	984.875	9.7e-05
105	984.838	9.7e-05
106	984.858	9.7e-05
107	984.848	9.7e-05
108	984.86	9.7e-05
109	984.85	9.7e-05
110	984.871	9.7e-05
111	984.865	9.7e-05
112	984.855	9.7e-05
113	984.902	9.7e-05
114	984.872	9.7e-05
115	984.885	9.7e-05
116	984.895	9.7e-05
117	984.924	9.7e-05
118	984.907	9.7e-05
119	984.906	9.7e-05
120	984.916	9.7e-05
121	984.881	9.7e-05
122	984.902	9.7e-05
123	984.91	9.7e-05
124	984.91	9.7e-05
125	984.925	9.7e-05
126	984.921	9.7e-05
127	984.93	9.7e-05
128	984.927	9.7e-05
129	984.913	9.7e-05
130	984.921	9.7e-05
131	984.925	9.7e-05
132	984.915	9.7e-05
133	984.921	9.7e-05
134	984.921	9.7e-05
135	984.94	9.7e-05
136	984.926	9.7e-05
137	984.935	9.7e-05
138	984.952	9.7e-05
139	984.952	9.7e-05
140	984.965	9.7e-05
141	984.984	9.7e-05
142	984.958	9.7e-05
143	984.971	9.7e-05
144	984.985	9.7e-05
145	985.0	9.7e-05
146	985.004	9.7e-05
147	984.991	9.7e-05
148	985.009	9.7e-05
149	984.996	9.7e-05
150	985.002	9.7e-05
151	985.022	9.7e-05
152	984.989	9.7e-05
153	984.987	9.7e-05
154	985.003	9.7e-05
155	984.992	9.7e-05
156	985.003	9.7e-05
157	985.015	9.7e-05
158	985.022	9.7e-05
159	985.03	9.7e-05
160	985.027	9.7e-05
161	985.024	9.7e-05
162	985.03	9.7e-05
163	985.033	9.7e-05
164	985.022	9.7e-05
165	985.057	9.7e-05
166	985.043	9.7e-05
167	985.033	9.7e-05
168	985.043	9.7e-05
169	985.042	9.7e-05
170	985.085	9.7e-05
171	985.076	9.7e-05
172	985.083	9.7e-05
173	985.083	9.7e-05
174	985.107	9.7e-05
175	985.081	9.7e-05
176	985.122	9.7e-05
177	985.086	9.7e-05
178	985.08	9.7e-05
179	985.098	9.7e-05
180	985.12	9.7e-05
181	985.135	9.7e-05
182	985.114	9.7e-05
183	985.085	9.7e-05
184	985.113	9.7e-05
185	985.119	9.7e-05
186	985.1	9.7e-05
187	985.105	9.7e-05
188	985.113	9.7e-05
189	985.118	9.7e-05
190	985.104	9.7e-05
191	985.127	9.7e-05
192	985.139	9.7e-05
193	985.114	9.7e-05
194	985.141	9.7e-05
195	985.131	9.7e-05
196	985.147	9.7e-05
197	985.137	9.7e-05
198	985.148	9.7e-05
199	985.149	9.7e-05
200	985.153	9.7e-05
201	985.157	9.7e-05
