V_sipm	I_sipm	V_led	I_led	R_rtd
30.0	3.50048e-06	0.597362	1e-05	1093.529
30.0	3.60726e-06	0.602887	1.21518e-05	1093.518
30.0	3.56284e-06	0.608477	1.47667e-05	1093.531
30.0	3.62681e-06	0.61415	1.79443e-05	1093.527
30.0	3.62596e-06	0.619916	2.18056e-05	1093.52
30.0	3.56081e-06	0.625783	2.64977e-05	1093.53
30.0	3.62999e-06	0.631749	3.21996e-05	1093.506
30.0	3.80204e-06	0.637833	3.91284e-05	1093.521
30.0	3.69074e-06	0.644029	4.75482e-05	1093.516
30.0	3.85863e-06	0.65035	5.77798e-05	1093.535
30.0	4.0192e-06	0.656789	7.02131e-05	1093.52
30.0	4.11976e-06	0.663355	8.53217e-05	1093.519
30.0	4.3239e-06	0.670041	0.000103682	1093.51
30.0	4.62288e-06	0.676858	0.000125992	1093.52
30.0	4.8167e-06	0.683782	0.000153104	1093.523
30.0	5.33571e-06	0.690819	0.000186049	1093.542
30.0	5.82336e-06	0.697953	0.000226083	1093.533
30.0	6.7586e-06	0.705184	0.000274733	1093.516
30.0	7.67765e-06	0.712495	0.000333851	1093.552
30.0	8.94113e-06	0.719877	0.00040569	1093.522
30.0	1.07495e-05	0.727321	0.000492988	1093.523
30.0	1.2998e-05	0.734827	0.00059907	1093.528
30.0	1.57041e-05	0.74238	0.00072798	1093.529
30.0	1.95209e-05	0.749991	0.000884629	1093.514
30.0	2.46757e-05	0.757644	0.00107499	1093.515
30.0	3.10669e-05	0.765404	0.00130631	1093.516
30.0	3.90531e-05	0.773257	0.0015874	1093.508
30.0	4.95943e-05	0.781223	0.00192898	1093.505
30.0	6.21976e-05	0.789367	0.00234407	1093.528
30.0	7.95494e-05	0.797723	0.00284847	1093.526
30.0	9.99219e-05	0.806362	0.00346142	1093.511
30.0	0.000126265	0.815353	0.00420626	1093.503
30.0	0.000159605	0.824802	0.00511137	1093.521
30.0	0.000199128	0.834821	0.00621125	1093.513
30.0	0.000249813	0.845531	0.00754781	1093.515
30.0	0.000311674	0.857083	0.00917197	1093.51
30.0	0.000387636	0.869638	0.0111456	1093.509
30.0	0.00047989	0.883389	0.013544	1093.526
30.0	0.000593037	0.898518	0.0164584	1093.536
30.0	0.000727611	0.915188	0.02	1093.507
30.0	0.000728014	0.914974	0.02	1093.519
30.0	0.000592295	0.898007	0.0164584	1093.508
30.0	0.000480163	0.882758	0.013544	1093.508
30.0	0.000388572	0.868961	0.0111456	1093.499
30.0	0.00031229	0.856405	0.00917197	1093.52
30.0	0.000250857	0.844862	0.00754781	1093.535
30.0	0.000200354	0.834174	0.00621125	1093.519
30.0	0.000159233	0.824195	0.00511137	1093.526
30.0	0.000126575	0.814779	0.00420626	1093.517
30.0	0.000100168	0.805822	0.00346142	1093.506
30.0	7.92139e-05	0.797216	0.00284847	1093.505
30.0	6.25746e-05	0.78889	0.00234407	1093.513
30.0	4.91803e-05	0.780781	0.00192898	1093.505
30.0	3.89979e-05	0.772843	0.0015874	1093.519
30.0	3.08349e-05	0.765018	0.00130631	1093.509
30.0	2.45801e-05	0.757281	0.00107499	1093.516
30.0	1.97899e-05	0.749649	0.000884629	1093.513
30.0	1.58173e-05	0.742052	0.00072798	1093.519
30.0	1.28227e-05	0.734517	0.00059907	1093.532
30.0	1.07297e-05	0.727029	0.000492988	1093.509
30.0	9.04602e-06	0.719602	0.00040569	1093.525
30.0	7.61345e-06	0.712229	0.000333851	1093.509
30.0	6.70536e-06	0.704931	0.000274733	1093.512
30.0	5.95654e-06	0.697714	0.000226083	1093.541
30.0	5.3866e-06	0.690582	0.000186049	1093.523
30.0	4.99454e-06	0.683558	0.000153104	1093.509
30.0	4.49649e-06	0.676639	0.000125992	1093.516
30.0	4.27873e-06	0.66983	0.000103682	1093.523
30.0	4.22491e-06	0.663152	8.53217e-05	1093.528
30.0	4.01917e-06	0.656593	7.02131e-05	1093.52
30.0	3.85549e-06	0.650158	5.77798e-05	1093.497
30.0	3.83147e-06	0.643846	4.75482e-05	1093.511
30.0	3.74363e-06	0.637654	3.91284e-05	1093.509
30.0	3.71002e-06	0.631577	3.21996e-05	1093.519
30.0	3.60583e-06	0.625615	2.64977e-05	1093.512
30.0	3.53173e-06	0.619752	2.18056e-05	1093.517
30.0	3.69114e-06	0.613985	1.79443e-05	1093.508
30.0	3.54954e-06	0.608308	1.47667e-05	1093.494
30.0	3.55819e-06	0.602722	1.21518e-05	1093.504
30.0	3.54723e-06	0.597195	1e-05	1093.507
