V_sipm	I_sipm	R_rtd
20.0	-7.9367e-09	927.5951
20.1	7.91516e-09	927.5787
20.2	4.75715e-09	927.5835
20.3	1.19696e-09	927.6154
20.4	4.24565e-09	927.6153
20.5	3.23957e-09	927.6098
20.6	3.11064e-09	927.5986
20.7	4.32206e-09	927.5858
20.8	4.34015e-09	927.6191
20.9	3.29517e-09	927.597
21.0	3.11366e-09	927.5938
21.1	3.02843e-09	927.6125
21.2	4.07588e-09	927.598
21.3	4.64766e-09	927.5921
21.4	1.33468e-09	927.6109
21.5	3.39686e-09	927.5828
21.6	3.05681e-09	927.5917
21.7	3.94188e-09	927.5927
21.8	4.54735e-09	927.6017
21.9	3.2027e-09	927.5974
22.0	3.14014e-09	927.5945
22.1	4.16943e-09	927.6155
22.2	3.89158e-09	927.6012
22.3	4.56839e-09	927.6064
22.4	3.38373e-09	927.5898
22.5	1.37091e-09	927.5911
22.6	3.0575e-09	927.6085
22.7	3.68299e-09	927.6024
22.8	4.65932e-09	927.6179
22.9	3.74296e-09	927.6113
23.0	3.00443e-09	927.6039
23.1	3.77768e-09	927.5945
23.2	4.70498e-09	927.6069
23.3	4.48301e-09	927.6104
23.4	4.13699e-09	927.6148
23.5	3.12375e-09	927.61
23.6	1.18442e-09	927.5885
23.7	3.68022e-09	927.6089
23.8	4.99008e-09	927.6138
23.9	4.85332e-09	927.6121
24.0	5.80472e-09	927.6288
24.1	3.83365e-08	927.6191
24.2	1.71752e-07	927.6054
24.3	3.89077e-07	927.6186
24.4	6.83491e-07	927.6464
24.5	1.06045e-06	927.6262
24.6	1.49087e-06	927.6259
24.7	2.005e-06	927.639
24.8	2.56891e-06	927.6499
24.9	3.19594e-06	927.6481
25.0	3.8541e-06	927.63
25.1	4.57255e-06	927.649
25.2	5.36131e-06	927.6531
25.3	6.16839e-06	927.6654
25.4	7.06457e-06	927.6379
25.5	8.00015e-06	927.6584
25.6	8.95411e-06	927.6627
25.7	9.90821e-06	927.6639
25.8	1.09833e-05	927.6589
25.9	1.20413e-05	927.663
26.0	1.3136e-05	927.6547
26.1	1.42968e-05	927.6819
26.2	1.54693e-05	927.6836
26.3	1.67183e-05	927.6791
26.4	1.79597e-05	927.6667
26.5	1.92988e-05	927.6839
26.6	2.06044e-05	927.6627
26.7	2.20116e-05	927.6882
26.8	2.34053e-05	927.6694
26.9	2.48896e-05	927.6804
27.0	2.63566e-05	927.6859
27.1	2.79649e-05	927.6735
27.2	2.94955e-05	927.6892
27.3	3.11405e-05	927.6863
27.4	3.28227e-05	927.691
27.5	3.46278e-05	927.6938
27.6	3.63721e-05	927.6898
27.7	3.82077e-05	927.6903
27.8	4.01679e-05	927.694
27.9	4.19659e-05	927.7029
28.0	4.41016e-05	927.7139
28.1	4.61799e-05	927.7151
28.2	4.82802e-05	927.6992
28.3	5.05757e-05	927.7172
28.4	5.27808e-05	927.7014
28.5	5.51319e-05	927.7219
28.6	5.75318e-05	927.6929
28.7	6.0283e-05	927.7115
28.8	6.2721e-05	927.7117
28.9	6.5471e-05	927.7313
29.0	6.84009e-05	927.7212
29.1	7.12554e-05	927.7173
29.2	7.43129e-05	927.7137
29.3	7.74863e-05	927.7321
29.4	8.09569e-05	927.737
29.5	8.41351e-05	927.7346
29.6	8.75545e-05	927.7341
29.7	9.12625e-05	927.7414
29.8	9.51169e-05	927.7469
29.9	9.89857e-05	927.7422
