V_sipm	I_sipm	R_rtd
20.0	-7.95004e-09	925.6589
20.1	7.49173e-09	925.6625
20.2	3.22158e-09	925.6625
20.3	2.98861e-09	925.6754
20.4	4.18283e-09	925.6677
20.5	4.19534e-09	925.6702
20.6	3.00679e-09	925.6806
20.7	3.40486e-09	925.6776
20.8	3.0282e-09	925.6782
20.9	4.55431e-09	925.678
21.0	4.18803e-09	925.6948
21.1	1.32495e-09	925.688
21.2	2.99759e-09	925.6928
21.3	3.27028e-09	925.6848
21.4	4.407e-09	925.6929
21.5	3.94737e-09	925.6993
21.6	2.97008e-09	925.7064
21.7	3.4477e-09	925.6926
21.8	4.6772e-09	925.695
21.9	4.37285e-09	925.7056
22.0	4.54584e-09	925.6963
22.1	3.43115e-09	925.6998
22.2	2.97557e-09	925.6973
22.3	3.70715e-09	925.7132
22.4	4.5801e-09	925.6882
22.5	3.48375e-09	925.7089
22.6	4.54749e-09	925.7225
22.7	3.57004e-09	925.7009
22.8	2.96388e-09	925.7042
22.9	3.11586e-09	925.7191
23.0	3.51119e-09	925.7241
23.1	4.71164e-09	925.7115
23.2	1.24395e-09	925.7302
23.3	4.15417e-09	925.7162
23.4	3.1388e-09	925.7222
23.5	3.24472e-09	925.7374
23.6	4.62738e-09	925.7307
23.7	4.13119e-09	925.7354
23.8	3.41513e-09	925.744
23.9	4.01244e-09	925.7338
24.0	6.13868e-09	925.7426
24.1	4.1011e-08	925.7323
24.2	1.76116e-07	925.752
24.3	4.0181e-07	925.7502
24.4	6.98232e-07	925.7459
24.5	1.07943e-06	925.7552
24.6	1.51326e-06	925.7448
24.7	2.02789e-06	925.7515
24.8	2.59792e-06	925.7324
24.9	3.22135e-06	925.7564
25.0	3.89094e-06	925.7497
25.1	4.61347e-06	925.7627
25.2	5.4124e-06	925.7567
25.3	6.20975e-06	925.7487
25.4	7.10157e-06	925.766
25.5	8.00489e-06	925.7598
25.6	8.97467e-06	925.7564
25.7	9.96323e-06	925.772
25.8	1.1019e-05	925.7634
25.9	1.20958e-05	925.7623
26.0	1.31579e-05	925.7509
26.1	1.43265e-05	925.7567
26.2	1.55148e-05	925.7609
26.3	1.67748e-05	925.7585
26.4	1.80041e-05	925.7532
26.5	1.93096e-05	925.7667
26.6	2.06747e-05	925.7603
26.7	2.20787e-05	925.7659
26.8	2.34483e-05	925.7681
26.9	2.48968e-05	925.7607
27.0	2.64745e-05	925.7602
27.1	2.79434e-05	925.7663
27.2	2.96006e-05	925.7578
27.3	3.12153e-05	925.7678
27.4	3.30722e-05	925.7552
27.5	3.46957e-05	925.7709
27.6	3.64882e-05	925.7667
27.7	3.8335e-05	925.765
27.8	4.01834e-05	925.7495
27.9	4.21727e-05	925.7604
28.0	4.41779e-05	925.7551
28.1	4.63215e-05	925.7526
28.2	4.82925e-05	925.7463
28.3	5.0549e-05	925.7741
28.4	5.28794e-05	925.7614
28.5	5.52181e-05	925.7518
28.6	5.76525e-05	925.7451
28.7	6.02327e-05	925.7546
28.8	6.26127e-05	925.7346
28.9	6.54532e-05	925.747
29.0	6.82445e-05	925.746
29.1	7.11372e-05	925.7591
29.2	7.41538e-05	925.7537
29.3	7.74001e-05	925.7728
29.4	8.07618e-05	925.7318
29.5	8.41359e-05	925.7515
29.6	8.74301e-05	925.7536
29.7	9.10721e-05	925.7583
29.8	9.48669e-05	925.7429
29.9	9.88078e-05	925.7578
