V_sipm	I_sipm	V_led	I_led	R_rtd
30.0	3.66858e-06	0.596292	1e-05	1095.417
30.0	3.68219e-06	0.601849	1.21518e-05	1095.418
30.0	3.68387e-06	0.607454	1.47667e-05	1095.395
30.0	3.70215e-06	0.613146	1.79443e-05	1095.422
30.0	3.72343e-06	0.618925	2.18056e-05	1095.396
30.0	3.75756e-06	0.624808	2.64977e-05	1095.382
30.0	3.83219e-06	0.630786	3.21996e-05	1095.412
30.0	3.88454e-06	0.636879	3.91284e-05	1095.397
30.0	3.94784e-06	0.643092	4.75482e-05	1095.415
30.0	4.03424e-06	0.64942	5.77798e-05	1095.391
30.0	4.14289e-06	0.655872	7.02131e-05	1095.389
30.0	4.32635e-06	0.662453	8.53217e-05	1095.381
30.0	4.47158e-06	0.669155	0.000103682	1095.385
30.0	4.72973e-06	0.675984	0.000125992	1095.388
30.0	5.01337e-06	0.68292	0.000153104	1095.392
30.0	5.49114e-06	0.689967	0.000186049	1095.391
30.0	6.10688e-06	0.69712	0.000226083	1095.392
30.0	6.82078e-06	0.704361	0.000274733	1095.38
30.0	7.77376e-06	0.711682	0.000333851	1095.386
30.0	9.09402e-06	0.719075	0.00040569	1095.4
30.0	1.08369e-05	0.726525	0.000492988	1095.389
30.0	1.31135e-05	0.734039	0.00059907	1095.385
30.0	1.59847e-05	0.741601	0.00072798	1095.381
30.0	1.9802e-05	0.749217	0.000884629	1095.392
30.0	2.46713e-05	0.756894	0.00107499	1095.406
30.0	3.10873e-05	0.76465	0.00130631	1095.387
30.0	3.91379e-05	0.772501	0.0015874	1095.411
30.0	4.96607e-05	0.780469	0.00192898	1095.381
30.0	6.26974e-05	0.78861	0.00234407	1095.396
30.0	7.95527e-05	0.796967	0.00284847	1095.395
30.0	0.000100506	0.8056	0.00346142	1095.395
30.0	0.00012708	0.814591	0.00420626	1095.405
30.0	0.000159652	0.82403	0.00511137	1095.405
30.0	0.000200828	0.834028	0.00621125	1095.394
30.0	0.00025106	0.844722	0.00754781	1095.407
