V_sipm	I_sipm	V_led	I_led	R_rtd
30.0	3.71333e-06	0.595708	1e-05	1096.444
30.0	3.72025e-06	0.601268	1.21518e-05	1096.445
30.0	3.78697e-06	0.60688	1.47667e-05	1096.423
30.0	3.75468e-06	0.612577	1.79443e-05	1096.4
30.0	3.79761e-06	0.61837	2.18056e-05	1096.436
30.0	3.83561e-06	0.624248	2.64977e-05	1096.448
30.0	3.87216e-06	0.630236	3.21996e-05	1096.437
30.0	3.95083e-06	0.63634	3.91284e-05	1096.437
30.0	4.02904e-06	0.64255	4.75482e-05	1096.43
30.0	4.09441e-06	0.648892	5.77798e-05	1096.423
30.0	4.20372e-06	0.655353	7.02131e-05	1096.432
30.0	4.36137e-06	0.661938	8.53217e-05	1096.438
30.0	4.50776e-06	0.668648	0.000103682	1096.421
30.0	4.81994e-06	0.675482	0.000125992	1096.445
30.0	5.11916e-06	0.682426	0.000153104	1096.427
30.0	5.57345e-06	0.689479	0.000186049	1096.415
30.0	6.11568e-06	0.696639	0.000226083	1096.428
30.0	6.90409e-06	0.703888	0.000274733	1096.43
30.0	7.91646e-06	0.711216	0.000333851	1096.434
30.0	9.17003e-06	0.718615	0.00040569	1096.416
30.0	1.09466e-05	0.726074	0.000492988	1096.439
30.0	1.3159e-05	0.733593	0.00059907	1096.428
30.0	1.60892e-05	0.741163	0.00072798	1096.444
30.0	1.9837e-05	0.748783	0.000884629	1096.432
30.0	2.47672e-05	0.756469	0.00107499	1096.434
30.0	3.11285e-05	0.764232	0.00130631	1096.427
30.0	3.93508e-05	0.772089	0.0015874	1096.426
30.0	4.97471e-05	0.780061	0.00192898	1096.428
30.0	6.30319e-05	0.788207	0.00234407	1096.438
30.0	7.96779e-05	0.796563	0.00284847	1096.432
30.0	0.000100861	0.805193	0.00346142	1096.44
30.0	0.000127199	0.81419	0.00420626	1096.422
30.0	0.000160107	0.82363	0.00511137	1096.452
30.0	0.000201113	0.833634	0.00621125	1096.422
30.0	0.00025117	0.844312	0.00754781	1096.422
30.0	0.000313656	0.855843	0.00917197	1096.418
30.0	0.000389596	0.868367	0.0111456	1096.431
30.0	0.000482054	0.88208	0.013544	1096.428
30.0	0.000595468	0.897154	0.0164584	1096.433
30.0	0.00073201	0.913761	0.02	1096.426
30.0	0.000732395	0.913571	0.02	1096.433
30.0	0.000595934	0.896705	0.0164584	1096.437
30.0	0.000483249	0.881516	0.013544	1096.448
30.0	0.000390091	0.867756	0.0111456	1096.422
30.0	0.000314377	0.855235	0.00917197	1096.42
30.0	0.000252239	0.843714	0.00754781	1096.414
30.0	0.00020143	0.833048	0.00621125	1096.434
30.0	0.000160444	0.823077	0.00511137	1096.42
30.0	0.000127443	0.813675	0.00420626	1096.425
30.0	0.00010087	0.804714	0.00346142	1096.411
30.0	7.99885e-05	0.796108	0.00284847	1096.429
30.0	6.31204e-05	0.787782	0.00234407	1096.409
30.0	5.0006e-05	0.779664	0.00192898	1096.416
30.0	3.94611e-05	0.771716	0.0015874	1096.428
30.0	3.11931e-05	0.763878	0.00130631	1096.45
30.0	2.48284e-05	0.756135	0.00107499	1096.419
30.0	1.99663e-05	0.748474	0.000884629	1096.438
30.0	1.60904e-05	0.740869	0.00072798	1096.449
30.0	1.32434e-05	0.733316	0.00059907	1096.408
30.0	1.09925e-05	0.72581	0.000492988	1096.417
30.0	9.21682e-06	0.718362	0.00040569	1096.433
30.0	7.94039e-06	0.710974	0.000333851	1096.435
30.0	6.94085e-06	0.70366	0.000274733	1096.468
30.0	6.17831e-06	0.696422	0.000226083	1096.448
30.0	5.61322e-06	0.689271	0.000186049	1096.455
30.0	5.17113e-06	0.682224	0.000153104	1096.438
30.0	4.8476e-06	0.675284	0.000125992	1096.445
30.0	4.56272e-06	0.668457	0.000103682	1096.441
30.0	4.40064e-06	0.661749	8.53217e-05	1096.435
30.0	4.22671e-06	0.655179	7.02131e-05	1096.452
30.0	4.13733e-06	0.648724	5.77798e-05	1096.446
30.0	4.05828e-06	0.642389	4.75482e-05	1096.454
30.0	3.94144e-06	0.636175	3.91284e-05	1096.444
30.0	3.89882e-06	0.630081	3.21996e-05	1096.46
30.0	3.89118e-06	0.624096	2.64977e-05	1096.457
30.0	3.81566e-06	0.618216	2.18056e-05	1096.48
30.0	3.813e-06	0.612429	1.79443e-05	1096.446
30.0	3.76979e-06	0.60674	1.47667e-05	1096.449
30.0	3.77551e-06	0.601134	1.21518e-05	1096.466
30.0	3.76631e-06	0.59557	1e-05	1096.466
30.0	3.78445e-06	0.595573	1e-05	1096.473
30.0	3.76894e-06	0.601145	1.21518e-05	1096.471
30.0	3.80767e-06	0.60676	1.47667e-05	1096.476
30.0	3.78842e-06	0.612459	1.79443e-05	1096.47
30.0	3.84126e-06	0.618253	2.18056e-05	1096.477
30.0	3.84103e-06	0.624141	2.64977e-05	1096.487
30.0	3.90378e-06	0.630134	3.21996e-05	1096.475
30.0	3.9748e-06	0.636238	3.91284e-05	1096.477
30.0	3.99368e-06	0.642465	4.75482e-05	1096.478
30.0	4.09964e-06	0.648802	5.77798e-05	1096.488
30.0	4.21035e-06	0.655268	7.02131e-05	1096.479
30.0	4.38467e-06	0.661855	8.53217e-05	1096.467
30.0	4.51872e-06	0.668575	0.000103682	1096.477
30.0	4.85605e-06	0.675407	0.000125992	1096.493
30.0	5.15778e-06	0.68236	0.000153104	1096.488
30.0	5.58807e-06	0.689419	0.000186049	1096.468
30.0	6.1392e-06	0.696582	0.000226083	1096.469
30.0	6.86846e-06	0.703832	0.000274733	1096.484
30.0	7.86537e-06	0.71116	0.000333851	1096.493
30.0	9.12261e-06	0.718561	0.00040569	1096.507
30.0	1.09018e-05	0.726022	0.000492988	1096.494
30.0	1.31503e-05	0.733542	0.00059907	1096.49
30.0	1.61788e-05	0.741113	0.00072798	1096.488
30.0	1.98543e-05	0.748735	0.000884629	1096.494
30.0	2.48176e-05	0.756423	0.00107499	1096.486
30.0	3.10564e-05	0.764179	0.00130631	1096.488
30.0	3.91638e-05	0.772038	0.0015874	1096.5
30.0	4.97652e-05	0.780017	0.00192898	1096.492
30.0	6.29232e-05	0.788163	0.00234407	1096.506
30.0	7.97095e-05	0.796519	0.00284847	1096.497
30.0	0.000100898	0.805153	0.00346142	1096.497
30.0	0.000127119	0.81415	0.00420626	1096.5
30.0	0.000159597	0.823586	0.00511137	1096.484
30.0	0.000200579	0.833588	0.00621125	1096.483
30.0	0.0002511	0.844278	0.00754781	1096.504
