V_sipm	I_sipm	V_led	I_led	R_rtd
30.0	3.50291e-06	0.59734	1e-05	1093.577
30.0	3.41365e-06	0.602864	1.21518e-05	1093.56
30.0	3.52214e-06	0.608457	1.47667e-05	1093.584
30.0	3.56739e-06	0.614135	1.79443e-05	1093.548
30.0	3.56894e-06	0.619897	2.18056e-05	1093.549
30.0	3.60321e-06	0.625768	2.64977e-05	1093.574
30.0	3.70544e-06	0.631732	3.21996e-05	1093.567
30.0	3.73252e-06	0.637814	3.91284e-05	1093.566
30.0	3.75979e-06	0.644011	4.75482e-05	1093.551
30.0	3.91746e-06	0.650331	5.77798e-05	1093.565
30.0	3.96308e-06	0.656775	7.02131e-05	1093.573
30.0	4.12723e-06	0.663334	8.53217e-05	1093.553
30.0	4.27795e-06	0.670025	0.000103682	1093.557
30.0	4.58728e-06	0.676841	0.000125992	1093.568
30.0	4.89153e-06	0.683767	0.000153104	1093.565
30.0	5.41347e-06	0.6908	0.000186049	1093.583
30.0	5.81714e-06	0.697941	0.000226083	1093.564
30.0	6.75148e-06	0.705169	0.000274733	1093.571
30.0	7.60229e-06	0.712483	0.000333851	1093.529
30.0	8.91578e-06	0.719862	0.00040569	1093.573
30.0	1.08036e-05	0.72731	0.000492988	1093.574
30.0	1.28972e-05	0.734812	0.00059907	1093.569
30.0	1.56752e-05	0.742365	0.00072798	1093.55
30.0	1.98109e-05	0.749975	0.000884629	1093.548
30.0	2.45371e-05	0.757631	0.00107499	1093.557
30.0	3.08426e-05	0.765383	0.00130631	1093.569
30.0	3.92251e-05	0.773237	0.0015874	1093.568
30.0	4.94827e-05	0.781209	0.00192898	1093.549
30.0	6.20398e-05	0.789348	0.00234407	1093.552
30.0	7.89686e-05	0.797709	0.00284847	1093.553
30.0	0.000100081	0.806345	0.00346142	1093.536
30.0	0.000126556	0.815341	0.00420626	1093.56
30.0	0.000159556	0.824786	0.00511137	1093.558
30.0	0.000199854	0.834803	0.00621125	1093.538
30.0	0.000250346	0.845513	0.00754781	1093.548
30.0	0.000311432	0.857069	0.00917197	1093.572
30.0	0.000386565	0.86962	0.0111456	1093.574
30.0	0.000480733	0.883366	0.013544	1093.543
30.0	0.000592411	0.898495	0.0164584	1093.538
30.0	0.000728859	0.915172	0.02	1093.561
30.0	0.000727752	0.914952	0.02	1093.561
30.0	0.000593954	0.897984	0.0164584	1093.557
30.0	0.000481885	0.88274	0.013544	1093.551
30.0	0.000387727	0.868942	0.0111456	1093.561
30.0	0.000312233	0.856385	0.00917197	1093.561
30.0	0.000250295	0.844844	0.00754781	1093.561
30.0	0.000200062	0.834157	0.00621125	1093.549
30.0	0.000159486	0.824175	0.00511137	1093.55
30.0	0.000126422	0.814762	0.00420626	1093.557
30.0	0.000100238	0.805801	0.00346142	1093.562
30.0	7.92175e-05	0.797198	0.00284847	1093.554
30.0	6.24894e-05	0.788874	0.00234407	1093.538
30.0	4.92196e-05	0.780766	0.00192898	1093.558
30.0	3.8867e-05	0.77282	0.0015874	1093.563
30.0	3.09262e-05	0.764994	0.00130631	1093.558
30.0	2.47715e-05	0.757266	0.00107499	1093.56
30.0	1.97527e-05	0.749632	0.000884629	1093.549
30.0	1.59802e-05	0.742035	0.00072798	1093.566
30.0	1.285e-05	0.734497	0.00059907	1093.552
30.0	1.08531e-05	0.727012	0.000492988	1093.562
30.0	9.00584e-06	0.719582	0.00040569	1093.528
30.0	7.70839e-06	0.712212	0.000333851	1093.519
30.0	6.67482e-06	0.704911	0.000274733	1093.537
30.0	5.88669e-06	0.697693	0.000226083	1093.549
30.0	5.29099e-06	0.690564	0.000186049	1093.543
30.0	4.87061e-06	0.683538	0.000153104	1093.557
30.0	4.62527e-06	0.67662	0.000125992	1093.565
30.0	4.34559e-06	0.669815	0.000103682	1093.566
30.0	4.07924e-06	0.663131	8.53217e-05	1093.553
30.0	4.01995e-06	0.656574	7.02131e-05	1093.56
30.0	3.90296e-06	0.650134	5.77798e-05	1093.532
30.0	3.83602e-06	0.643826	4.75482e-05	1093.541
30.0	3.67663e-06	0.637636	3.91284e-05	1093.539
30.0	3.72678e-06	0.631557	3.21996e-05	1093.561
30.0	3.69977e-06	0.625593	2.64977e-05	1093.533
30.0	3.66587e-06	0.619728	2.18056e-05	1093.55
30.0	3.56663e-06	0.613968	1.79443e-05	1093.553
30.0	3.50754e-06	0.608291	1.47667e-05	1093.557
30.0	3.54661e-06	0.6027	1.21518e-05	1093.557
30.0	3.56702e-06	0.597174	1e-05	1093.574
