V_sipm	I_sipm	V_led	I_led	R_rtd
30.0	3.52435e-06	0.597226	1e-05	1093.684
30.0	3.56846e-06	0.602762	1.21518e-05	1093.684
30.0	3.48143e-06	0.608355	1.47667e-05	1093.689
30.0	3.64646e-06	0.614032	1.79443e-05	1093.699
30.0	3.71332e-06	0.619805	2.18056e-05	1093.679
30.0	3.63867e-06	0.625677	2.64977e-05	1093.684
30.0	3.67357e-06	0.631644	3.21996e-05	1093.683
30.0	3.83402e-06	0.637732	3.91284e-05	1093.677
30.0	3.807e-06	0.643929	4.75482e-05	1093.688
30.0	3.93923e-06	0.650251	5.77798e-05	1093.667
30.0	4.09004e-06	0.656695	7.02131e-05	1093.685
30.0	4.17024e-06	0.66326	8.53217e-05	1093.682
30.0	4.35463e-06	0.669954	0.000103682	1093.683
30.0	4.4748e-06	0.676767	0.000125992	1093.679
30.0	4.87299e-06	0.683698	0.000153104	1093.677
30.0	5.37518e-06	0.690731	0.000186049	1093.672
30.0	6.01308e-06	0.697872	0.000226083	1093.691
30.0	6.80864e-06	0.705104	0.000274733	1093.679
30.0	7.72115e-06	0.712415	0.000333851	1093.662
30.0	8.94692e-06	0.719799	0.00040569	1093.679
30.0	1.06113e-05	0.727242	0.000492988	1093.673
30.0	1.28707e-05	0.734749	0.00059907	1093.697
30.0	1.55682e-05	0.742301	0.00072798	1093.665
30.0	1.95939e-05	0.749916	0.000884629	1093.681
30.0	2.44984e-05	0.757572	0.00107499	1093.683
30.0	3.06538e-05	0.765328	0.00130631	1093.683
30.0	3.87137e-05	0.77318	0.0015874	1093.667
30.0	4.90525e-05	0.78115	0.00192898	1093.677
30.0	6.17518e-05	0.789293	0.00234407	1093.682
30.0	7.92158e-05	0.797652	0.00284847	1093.693
30.0	0.00010018	0.806287	0.00346142	1093.675
30.0	0.000126366	0.815283	0.00420626	1093.672
30.0	0.000158686	0.824735	0.00511137	1093.688
30.0	0.000200517	0.834748	0.00621125	1093.685
30.0	0.000249424	0.845456	0.00754781	1093.68
30.0	0.000311669	0.85701	0.00917197	1093.676
30.0	0.000387527	0.869566	0.0111456	1093.695
30.0	0.000480073	0.883312	0.013544	1093.683
30.0	0.000593437	0.89844	0.0164584	1093.687
30.0	0.000728191	0.915116	0.02	1093.689
30.0	0.00072859	0.9149	0.02	1093.683
30.0	0.000594009	0.897933	0.0164584	1093.677
30.0	0.000481993	0.882685	0.013544	1093.695
30.0	0.000388692	0.868889	0.0111456	1093.679
30.0	0.000312641	0.85633	0.00917197	1093.679
30.0	0.000250827	0.844785	0.00754781	1093.674
30.0	0.00019967	0.834103	0.00621125	1093.686
30.0	0.000159068	0.824121	0.00511137	1093.692
30.0	0.000126587	0.814712	0.00420626	1093.666
30.0	0.000100691	0.805745	0.00346142	1093.68
30.0	7.96195e-05	0.797143	0.00284847	1093.69
30.0	6.23459e-05	0.788817	0.00234407	1093.696
30.0	4.94772e-05	0.780706	0.00192898	1093.696
30.0	3.90386e-05	0.772763	0.0015874	1093.679
30.0	3.08321e-05	0.764937	0.00130631	1093.681
30.0	2.43536e-05	0.757203	0.00107499	1093.681
30.0	1.96921e-05	0.74957	0.000884629	1093.691
30.0	1.59206e-05	0.741973	0.00072798	1093.666
30.0	1.30335e-05	0.734437	0.00059907	1093.675
30.0	1.0838e-05	0.726948	0.000492988	1093.693
30.0	9.02346e-06	0.719516	0.00040569	1093.678
30.0	7.66455e-06	0.712148	0.000333851	1093.674
30.0	6.70911e-06	0.704848	0.000274733	1093.671
30.0	5.91195e-06	0.697625	0.000226083	1093.665
30.0	5.40736e-06	0.690496	0.000186049	1093.682
30.0	5.02672e-06	0.683469	0.000153104	1093.678
30.0	4.61733e-06	0.676547	0.000125992	1093.684
30.0	4.34088e-06	0.669738	0.000103682	1093.693
30.0	4.1745e-06	0.663056	8.53217e-05	1093.698
30.0	4.02662e-06	0.656499	7.02131e-05	1093.669
30.0	3.95347e-06	0.650058	5.77798e-05	1093.68
30.0	3.79405e-06	0.643742	4.75482e-05	1093.674
30.0	3.77567e-06	0.637548	3.91284e-05	1093.685
30.0	3.70898e-06	0.631469	3.21996e-05	1093.67
30.0	3.7455e-06	0.6255	2.64977e-05	1093.676
30.0	3.58871e-06	0.619634	2.18056e-05	1093.691
30.0	3.6179e-06	0.613864	1.79443e-05	1093.691
30.0	3.56844e-06	0.608185	1.47667e-05	1093.669
30.0	3.60871e-06	0.602591	1.21518e-05	1093.688
30.0	3.57515e-06	0.59705	1e-05	1093.679
