time	R	I
0.0	1074.99	9.7e-05
0.01	1074.96	9.7e-05
0.02	1074.99	9.7e-05
0.03	1074.98	9.7e-05
0.04	1074.95	9.7e-05
0.05	1074.97	9.7e-05
0.06	1074.97	9.7e-05
0.07	1074.98	9.7e-05
0.08	1074.97	9.7e-05
0.09	1074.99	9.7e-05
0.1	1074.97	9.7e-05
0.11	1074.99	9.7e-05
0.12	1074.97	9.7e-05
0.13	1074.99	9.7e-05
0.14	1074.97	9.7e-05
0.15	1074.97	9.7e-05
0.16	1075.0	9.7e-05
0.17	1074.98	9.7e-05
0.18	1074.97	9.7e-05
0.19	1074.99	9.7e-05
0.2	1074.98	9.7e-05
0.21	1074.97	9.7e-05
0.22	1074.98	9.7e-05
0.23	1074.98	9.7e-05
0.24	1074.99	9.7e-05
0.25	1075.02	9.7e-05
0.26	1075.01	9.7e-05
0.27	1075.0	9.7e-05
0.28	1075.01	9.7e-05
0.29	1074.98	9.7e-05
0.3	1074.98	9.7e-05
0.31	1074.99	9.7e-05
0.32	1074.99	9.7e-05
0.33	1074.98	9.7e-05
0.34	1074.97	9.7e-05
0.35	1074.98	9.7e-05
0.36	1074.98	9.7e-05
0.37	1074.99	9.7e-05
0.38	1074.98	9.7e-05
0.39	1074.97	9.7e-05
0.4	1075.0	9.7e-05
0.41	1074.97	9.7e-05
0.42	1075.0	9.7e-05
0.43	1075.0	9.7e-05
0.44	1074.99	9.7e-05
0.45	1074.98	9.7e-05
0.46	1075.0	9.7e-05
0.47	1075.03	9.7e-05
0.48	1075.01	9.7e-05
0.49	1075.02	9.7e-05
0.5	1075.01	9.7e-05
0.51	1075.0	9.7e-05
0.52	1075.01	9.7e-05
0.53	1075.02	9.7e-05
0.54	1075.02	9.7e-05
0.55	1075.01	9.7e-05
0.56	1075.01	9.7e-05
0.57	1075.01	9.7e-05
0.58	1074.98	9.7e-05
0.59	1075.0	9.7e-05
0.6	1075.02	9.7e-05
0.61	1074.99	9.7e-05
0.62	1075.02	9.7e-05
0.63	1075.02	9.7e-05
0.64	1075.04	9.7e-05
0.65	1075.01	9.7e-05
0.66	1075.02	9.7e-05
0.67	1075.02	9.7e-05
0.68	1075.01	9.7e-05
0.69	1075.0	9.7e-05
0.7	1074.98	9.7e-05
0.71	1075.03	9.7e-05
0.72	1074.99	9.7e-05
0.73	1075.0	9.7e-05
0.74	1075.03	9.7e-05
0.75	1075.02	9.7e-05
0.76	1075.03	9.7e-05
0.77	1075.0	9.7e-05
0.78	1074.99	9.7e-05
0.79	1074.99	9.7e-05
0.8	1075.01	9.7e-05
0.81	1075.01	9.7e-05
0.82	1075.01	9.7e-05
0.83	1075.03	9.7e-05
0.84	1075.04	9.7e-05
0.85	1075.02	9.7e-05
0.86	1075.01	9.7e-05
0.87	1075.01	9.7e-05
0.88	1075.01	9.7e-05
0.89	1075.01	9.7e-05
0.9	1075.01	9.7e-05
0.91	1075.04	9.7e-05
0.92	1075.04	9.7e-05
0.93	1075.01	9.7e-05
0.94	1075.02	9.7e-05
0.95	1075.03	9.7e-05
0.96	1075.02	9.7e-05
0.97	1075.01	9.7e-05
0.98	1075.03	9.7e-05
0.99	1075.02	9.7e-05
